n,kernel,alpha,lambda,strategy,seed,board_id,initial_on,det_solvable,solved,presses_used,time_ms,time_per_action_ms,rescued,broken
5,exp,0.05,0.0001,risk_averse_greedy,42,0,3,0,1,3,0.2339000056963414,0.0779666685654471,1,0
5,exp,0.05,0.0001,risk_averse_greedy,42,1,3,0,1,3,0.1310000079683959,0.0436666693227986,1,0
5,exp,0.05,0.0001,risk_averse_greedy,42,2,10,1,1,10,0.3031000087503344,0.0303100008750334,0,0
5,exp,0.05,0.0001,risk_averse_greedy,42,3,10,0,1,10,0.2889000170398503,0.028890001703985,1,0
5,exp,0.05,0.0001,risk_averse_greedy,42,4,16,0,1,17,0.519599998369813,0.0305647057864595,1,0
5,exp,0.05,0.0001,risk_averse_greedy,42,5,25,1,1,23,0.5945999873802066,0.0258521733643568,0,0
5,exp,0.05,0.0001,risk_averse_greedy,42,6,3,0,1,3,0.090499990619719,0.0301666635399063,1,0
5,exp,0.05,0.0001,risk_averse_greedy,42,7,12,0,1,12,0.3259000077378005,0.02715833397815,1,0
5,exp,0.05,0.0001,risk_averse_greedy,42,8,15,0,1,16,0.4205000004731118,0.0262812500295694,1,0
5,exp,0.05,0.0001,risk_averse_greedy,42,9,21,0,1,22,0.5685999931301922,0.0258454542331905,1,0
5,exp,0.05,0.0001,risk_averse_greedy,42,10,8,0,1,10,0.2702999918255955,0.0270299991825595,1,0
5,exp,0.05,0.0001,risk_averse_greedy,42,11,17,0,1,17,0.4639000107999891,0.0272882359294111,1,0
5,exp,0.05,0.0001,risk_averse_greedy,42,12,13,0,1,13,0.3521000035107136,0.0270846156546702,1,0
5,exp,0.05,0.0001,risk_averse_greedy,42,13,3,0,1,3,0.1151000033132731,0.038366667771091,1,0
5,exp,0.05,0.0001,risk_averse_greedy,42,14,11,0,1,11,0.3150000120513141,0.0286363647319376,1,0
5,exp,0.05,0.0001,risk_averse_greedy,42,15,24,1,1,27,0.6993999995756894,0.0259037036879884,0,0
