n,kernel,alpha,lambda,strategy,seed,board_id,initial_on,det_solvable,solved,presses_used,time_ms,time_per_action_ms,rescued,broken
5,exp,0.05,0.0001,standard_rollout,42,0,3,0,1,3,142.87959999637678,47.6265333321256,1,0
5,exp,0.05,0.0001,standard_rollout,42,1,3,0,1,4,188.5245000012219,47.131125000305474,1,0
5,exp,0.05,0.0001,standard_rollout,42,2,10,1,1,15,704.9476000247523,46.99650666831682,0,0
5,exp,0.05,0.0001,standard_rollout,42,3,10,0,1,12,576.7333000258077,48.06110833548397,1,0
5,exp,0.05,0.0001,standard_rollout,42,4,16,0,1,19,969.3627000087872,51.019089474146696,1,0
5,exp,0.1,0.0001,standard_rollout,42,0,3,0,1,3,140.8868999860715,46.96229999535717,1,0
5,exp,0.1,0.0001,standard_rollout,42,1,3,0,1,3,140.47220000065863,46.82406666688621,1,0
5,exp,0.1,0.0001,standard_rollout,42,2,10,1,1,12,561.6005000192672,46.80004166827226,0,0
5,exp,0.1,0.0001,standard_rollout,42,3,10,0,1,14,661.6725999920163,47.26232857085831,1,0
5,exp,0.1,0.0001,standard_rollout,42,4,16,0,1,21,1101.471200003289,52.45100952396613,1,0
5,exp,0.05,0.5,standard_rollout,42,0,3,0,1,4,288.0908999941312,72.0227249985328,1,0
5,exp,0.05,0.5,standard_rollout,42,1,3,0,1,3,163.136699993629,54.37889999787634,1,0
5,exp,0.05,0.5,standard_rollout,42,2,10,1,1,11,628.4768999903463,57.13426363548603,0,0
5,exp,0.05,0.5,standard_rollout,42,3,10,0,1,12,647.2159000113606,53.93465833428005,1,0
5,exp,0.05,0.5,standard_rollout,42,4,16,0,1,20,1082.5097000051755,54.12548500025878,1,0
5,exp,0.05,5.0,standard_rollout,42,0,3,0,1,3,140.78990000416525,46.92996666805508,1,0
5,exp,0.05,5.0,standard_rollout,42,1,3,0,1,4,206.97759999893609,51.744399999734014,1,0
5,exp,0.05,5.0,standard_rollout,42,2,10,1,1,14,757.4164999823552,54.10117857016822,0,0
5,exp,0.05,5.0,standard_rollout,42,3,10,0,1,15,799.3776999937836,53.29184666625224,1,0
5,exp,0.05,5.0,standard_rollout,42,4,16,0,1,27,1372.105600021314,50.81872592671533,1,0
5,exp,0.1,1.0,standard_rollout,42,0,3,0,1,5,240.2953999990132,48.05907999980264,1,0
5,exp,0.1,1.0,standard_rollout,42,1,3,0,1,7,427.5887999974657,61.08411428535224,1,0
5,exp,0.1,1.0,standard_rollout,42,2,10,1,1,13,647.4855999986175,49.80658461527828,0,0
5,exp,0.1,1.0,standard_rollout,42,3,10,0,1,15,1060.7971000135876,70.71980666757251,1,0
5,exp,0.1,1.0,standard_rollout,42,4,16,0,1,22,1081.995899992762,49.181631817852825,1,0
5,exp,0.1,0.5,standard_rollout,42,0,3,0,1,3,165.69639998488128,55.23213332829376,1,0
5,exp,0.1,0.5,standard_rollout,42,1,3,0,1,3,260.6202000170015,86.87340000566716,1,0
5,exp,0.1,0.5,standard_rollout,42,2,10,1,1,16,1075.3154999983965,67.20721874989977,0,0
5,exp,0.1,0.5,standard_rollout,42,3,10,0,1,18,936.0457000148016,52.0025388897112,1,0
5,exp,0.1,0.5,standard_rollout,42,4,16,0,1,21,1033.0513000080828,49.19291904800394,1,0
5,exp,0.05,2.0,standard_rollout,42,0,3,0,1,3,153.17269999650307,51.05756666550102,1,0
5,exp,0.05,2.0,standard_rollout,42,1,3,0,1,5,234.3752000015229,46.87504000030458,1,0
5,exp,0.05,2.0,standard_rollout,42,2,10,1,1,15,721.2120000040159,48.08080000026772,0,0
5,exp,0.05,2.0,standard_rollout,42,3,10,0,1,30,1479.5642000099178,49.31880666699726,1,0
5,exp,0.05,2.0,standard_rollout,42,4,16,0,1,29,1424.6488999924622,49.12582413767111,1,0
5,exp,0.1,0.0001,standard_rollout,42,5,25,1,1,29,1515.7528999843637,52.26734137877116,0,0
5,exp,0.1,0.0001,standard_rollout,42,6,3,0,1,3,164.67369999736547,54.89123333245516,1,0
5,exp,0.1,0.0001,standard_rollout,42,7,12,0,1,14,787.9289999837056,56.28064285597897,1,0
