n,kernel,alpha,lambda,strategy,seed,board_id,initial_on,det_solvable,solved,presses_used,time_ms,time_per_action_ms,rescued,broken
5,exp,0.05,0.5,standard_rollout,42,0,3,0,1,3,303.474099986488,101.15803332882932,1,0
5,exp,0.05,0.5,standard_rollout,42,1,3,0,1,3,300.0962999940384,100.0320999980128,1,0
5,exp,0.05,0.5,standard_rollout,42,2,10,1,1,13,1319.180399994366,101.475415384182,0,0
5,exp,0.05,0.5,standard_rollout,42,3,10,0,1,11,1092.7877000067383,99.34433636424892,1,0
5,exp,0.05,0.5,standard_rollout,42,4,16,0,1,16,1680.3639999998268,105.02274999998916,1,0
5,exp,0.05,1.0,standard_rollout,42,0,3,0,1,3,302.51720000524074,100.83906666841358,1,0
5,exp,0.05,1.0,standard_rollout,42,1,3,0,1,3,295.42989999754354,98.47663333251452,1,0
5,exp,0.05,1.0,standard_rollout,42,2,10,1,1,10,1011.6553000116256,101.16553000116257,0,0
5,exp,0.05,1.0,standard_rollout,42,3,10,0,1,14,1412.3489999910817,100.8820714279344,1,0
5,exp,0.05,1.0,standard_rollout,42,4,16,0,1,16,1715.89110000059,107.24319375003688,1,0
5,exp,0.05,0.0001,standard_rollout,42,0,3,0,1,3,313.059100008104,104.35303333603468,1,0
5,exp,0.05,0.0001,standard_rollout,42,1,3,0,1,3,300.58700000518,100.19566666839334,1,0
5,exp,0.05,0.0001,standard_rollout,42,2,10,1,1,12,1220.135699986713,101.67797499889276,0,0
5,exp,0.05,0.0001,standard_rollout,42,3,10,0,1,13,1382.8940000094008,106.37646153918467,1,0
5,exp,0.05,0.0001,standard_rollout,42,4,16,0,1,17,1758.770300017204,103.45707647160025,1,0
5,exp,0.1,0.5,standard_rollout,42,0,3,0,1,4,438.16519997199066,109.54129999299766,1,0
5,exp,0.1,0.5,standard_rollout,42,1,3,0,1,4,426.0657000122592,106.5164250030648,1,0
5,exp,0.1,0.5,standard_rollout,42,2,10,1,1,14,1463.563900004374,104.54027857174098,0,0
5,exp,0.1,0.5,standard_rollout,42,3,10,0,1,14,1418.6545999837108,101.33247142740792,1,0
5,exp,0.1,0.5,standard_rollout,42,4,16,0,1,23,2291.8839000049047,99.64712608716977,1,0
5,exp,0.05,1.0,standard_rollout,42,5,25,1,1,21,2243.844100012211,106.84971904820053,0,0
5,exp,0.05,1.0,standard_rollout,42,6,3,0,1,4,402.92009999393485,100.73002499848371,1,0
5,exp,0.05,1.0,standard_rollout,42,7,12,0,1,12,1290.7475999963935,107.56229999969946,1,0
5,exp,0.05,1.0,standard_rollout,42,8,15,0,1,16,1697.5565000029746,106.09728125018592,1,0
5,exp,0.05,1.0,standard_rollout,42,9,21,0,1,19,1939.0859999984968,102.05715789465772,1,0
5,exp,0.05,2.0,standard_rollout,42,0,3,0,1,3,473.9195999864023,157.97319999546744,1,0
5,exp,0.05,2.0,standard_rollout,42,1,3,0,1,3,550.8842999988701,183.62809999962337,1,0
5,exp,0.05,2.0,standard_rollout,42,2,10,1,1,23,3135.662199987564,136.3331391298941,0,0
5,exp,0.05,2.0,standard_rollout,42,3,10,0,1,12,1310.0984999909997,109.17487499924998,1,0
5,exp,0.05,2.0,standard_rollout,42,4,16,0,1,22,2612.7400000113994,118.76090909142724,1,0
5,exp,0.1,0.0001,standard_rollout,42,0,3,0,1,5,901.2330999830738,180.24661999661475,1,0
5,exp,0.1,0.0001,standard_rollout,42,1,3,0,1,3,545.8722999901511,181.95743333005035,1,0
5,exp,0.1,0.0001,standard_rollout,42,2,10,1,1,16,2095.107000001008,130.94418750006298,0,0
5,exp,0.1,0.0001,standard_rollout,42,3,10,0,1,14,1612.6210000074934,115.18721428624951,1,0
5,exp,0.1,0.0001,standard_rollout,42,4,16,0,1,22,3260.2861000050325,148.19482272750147,1,0
5,exp,0.05,0.0001,standard_rollout,42,5,25,1,1,28,2922.988800011808,104.39245714327886,0,0
5,exp,0.05,0.0001,standard_rollout,42,6,3,0,1,3,293.88419998576865,97.96139999525622,1,0
5,exp,0.05,0.0001,standard_rollout,42,7,12,0,1,12,1267.4683000077491,105.62235833397912,1,0
