n,kernel,alpha,lambda,strategy,seed,board_id,initial_on,det_solvable,solved,presses_used,time_ms,time_per_action_ms,rescued,broken
5,exp,0.05,0.5,risk_averse_greedy,42,0,3,0,1,3,0.2155000111088156,0.0718333370362718,1,0
5,exp,0.05,0.5,risk_averse_greedy,42,1,3,0,1,6,0.2132000226993113,0.0355333371165519,1,0
5,exp,0.05,0.5,risk_averse_greedy,42,2,10,1,1,13,0.3802999854087829,0.0292538450314448,0,0
5,exp,0.05,0.5,risk_averse_greedy,42,3,10,0,1,12,0.3435999969951808,0.0286333330829317,1,0
5,exp,0.05,0.5,risk_averse_greedy,42,4,16,0,1,19,0.5760999920312315,0.03032105221217,1,0
5,exp,0.05,0.5,risk_averse_greedy,42,5,25,1,1,29,0.7543999818153679,0.0260137924763919,0,0
5,exp,0.05,0.5,risk_averse_greedy,42,6,3,0,1,5,0.1740999869070947,0.0348199973814189,1,0
5,exp,0.05,0.5,risk_averse_greedy,42,7,12,0,1,12,0.3297000075690448,0.0274750006307537,1,0
5,exp,0.05,0.5,risk_averse_greedy,42,8,15,0,1,19,0.524800008861348,0.0276210530979656,1,0
5,exp,0.05,0.5,risk_averse_greedy,42,9,21,0,1,19,0.5175999831408262,0.0272421043758329,1,0
5,exp,0.05,0.5,risk_averse_greedy,42,10,8,0,1,10,0.323699990985915,0.0323699990985915,1,0
5,exp,0.05,0.5,risk_averse_greedy,42,11,17,0,1,19,0.5017999792471528,0.0264105252235343,1,0
5,exp,0.05,0.5,risk_averse_greedy,42,12,13,0,1,13,0.3620999923441559,0.027853845564935,1,0
5,exp,0.05,0.5,risk_averse_greedy,42,13,3,0,1,3,0.1121999812312424,0.0373999937437474,1,0
5,exp,0.05,0.5,risk_averse_greedy,42,14,11,0,1,12,0.3186999820172786,0.0265583318347732,1,0
5,exp,0.05,0.5,risk_averse_greedy,42,15,24,1,1,26,0.662600010400638,0.0254846157846399,0,0
5,exp,0.05,0.5,risk_averse_greedy,42,16,24,0,1,22,0.5810000002384186,0.0264090909199281,1,0
5,exp,0.05,0.5,risk_averse_greedy,42,17,2,0,1,5,0.1370999962091446,0.0274199992418289,1,0
5,exp,0.05,0.5,risk_averse_greedy,42,18,25,1,1,25,0.6435999821405858,0.0257439992856234,0,0
5,exp,0.05,0.5,risk_averse_greedy,42,19,16,0,1,18,0.4640000115614384,0.0257777784200799,1,0
5,exp,0.05,0.5,risk_averse_greedy,42,20,14,0,1,15,0.4247000033501535,0.0283133335566769,1,0
5,exp,0.05,0.5,risk_averse_greedy,42,21,24,0,1,22,0.5926000012550503,0.0269363636934113,1,0
5,exp,0.05,0.5,risk_averse_greedy,42,22,3,1,1,4,0.1625999866519123,0.040649996662978,0,0
5,exp,0.05,0.5,risk_averse_greedy,42,23,14,0,1,17,0.4603000124916434,0.0270764713230378,1,0
5,exp,0.05,0.5,risk_averse_greedy,42,24,19,0,1,20,0.5210999806877226,0.0260549990343861,1,0
5,exp,0.05,0.5,risk_averse_greedy,42,25,22,0,1,22,0.5478000093717128,0.0249000004259869,1,0
5,exp,0.05,0.5,risk_averse_greedy,42,26,25,1,1,25,1.1928000021725893,0.0477120000869035,0,0
5,exp,0.05,0.5,risk_averse_greedy,42,27,18,1,1,18,1.1802999943029135,0.0655722219057174,0,0
5,exp,0.05,0.5,risk_averse_greedy,42,28,7,0,1,9,1.1547000030986965,0.1283000003442996,1,0
5,exp,0.05,0.5,risk_averse_greedy,42,29,4,0,1,5,0.2652999828569591,0.0530599965713918,1,0
5,exp,0.05,0.5,risk_averse_greedy,42,30,9,0,1,10,0.6127999804448336,0.0612799980444833,1,0
5,exp,0.05,0.5,risk_averse_greedy,42,31,7,1,1,8,0.3991000121459365,0.049887501518242,0,0
5,exp,0.05,0.5,risk_averse_greedy,42,32,10,0,1,10,0.4954999894835055,0.0495499989483505,1,0
5,exp,0.05,0.5,risk_averse_greedy,42,33,14,0,1,17,0.4452000139281153,0.0261882361134185,1,0
5,exp,0.05,0.5,risk_averse_greedy,42,34,8,0,1,8,0.3354999935254454,0.0419374991906806,1,0
5,exp,0.05,0.5,risk_averse_greedy,42,35,24,0,1,25,0.7368999940808862,0.0294759997632354,1,0
5,exp,0.05,0.5,risk_averse_greedy,42,36,16,0,1,19,0.6247999845072627,0.0328842097109085,1,0
5,exp,0.05,0.5,risk_averse_greedy,42,37,20,1,1,19,0.4934000025968998,0.0259684211893105,0,0
5,exp,0.05,0.5,risk_averse_greedy,42,38,7,0,1,8,0.2118999836966395,0.0264874979620799,1,0
5,exp,0.05,0.5,risk_averse_greedy,42,39,6,0,1,6,0.1962999813258648,0.0327166635543108,1,0
