n,kernel,alpha,lambda,strategy,seed,board_id,initial_on,det_solvable,solved,presses_used,time_ms,time_per_action_ms,rescued,broken
5,exp,0.05,0.5,prob_greedy,42,0,3,0,1,3,6.530500017106533,2.176833339035511,1,0
5,exp,0.05,0.5,prob_greedy,42,1,3,0,1,3,6.475100002717227,2.158366667572409,1,0
5,exp,0.05,0.5,prob_greedy,42,2,10,1,1,11,30.092600005446,2.7356909095860003,0,0
5,exp,0.05,0.5,prob_greedy,42,3,10,0,1,9,20.793799980310723,2.310422220034525,1,0
5,exp,0.05,0.5,prob_greedy,42,4,16,0,1,17,37.19580001779832,2.1879882363410776,1,0
5,exp,0.05,0.5,prob_greedy,42,5,25,1,1,28,61.281400005100295,2.188621428753582,0,0
5,exp,0.05,0.5,prob_greedy,42,6,3,0,1,3,7.118199981050566,2.372733327016855,1,0
5,exp,0.05,0.5,prob_greedy,42,7,12,0,1,14,31.954599980963398,2.282471427211671,1,0
5,exp,0.05,0.5,prob_greedy,42,8,15,0,1,19,44.18759999680333,2.325663157726491,1,0
5,exp,0.05,0.5,prob_greedy,42,9,21,0,1,23,50.68429998937063,2.2036652169291577,1,0
5,exp,0.05,0.5,prob_greedy,42,10,8,0,1,7,15.397399984067306,2.1996285691524724,1,0
5,exp,0.05,0.5,prob_greedy,42,11,17,0,1,16,41.36360000120476,2.585225000075297,1,0
5,exp,0.05,0.5,prob_greedy,42,12,13,0,1,19,40.41249997681007,2.126973682990004,1,0
5,exp,0.05,0.5,prob_greedy,42,13,3,0,1,3,6.388300011167303,2.1294333370557674,1,0
5,exp,0.05,0.5,prob_greedy,42,14,11,0,1,12,25.5194999917876,2.126624999315633,1,0
5,exp,0.05,0.5,prob_greedy,42,15,24,1,1,25,53.25450000236742,2.130180000094697,0,0
5,exp,0.05,0.5,prob_greedy,42,16,24,0,1,26,55.29530000058003,2.1267423077146166,1,0
5,exp,0.05,0.5,prob_greedy,42,17,2,0,1,2,4.2492999928072095,2.1246499964036047,1,0
5,exp,0.05,0.5,prob_greedy,42,18,25,1,1,23,49.50809999718331,2.1525260868340568,0,0
5,exp,0.05,0.5,prob_greedy,42,19,16,0,1,17,40.78209999715909,2.398947058656417,1,0
5,exp,0.05,0.5,prob_greedy,42,20,14,0,1,14,29.683200002182275,2.120228571584448,1,0
5,exp,0.05,0.5,prob_greedy,42,21,24,0,1,26,87.21490000607446,3.354419231002864,1,0
5,exp,0.05,0.5,prob_greedy,42,22,3,1,1,3,6.465300015406683,2.155100005135561,0,0
5,exp,0.05,0.5,prob_greedy,42,23,14,0,1,20,53.557799983536825,2.677889999176841,1,0
5,exp,0.05,0.5,prob_greedy,42,24,19,0,1,20,44.06699998071417,2.2033499990357086,1,0
5,exp,0.05,0.5,prob_greedy,42,25,22,0,1,24,51.47929998929612,2.1449708328873385,1,0
5,exp,0.05,0.5,prob_greedy,42,26,25,1,1,24,53.03270000149496,2.209695833395623,0,0
5,exp,0.05,0.5,prob_greedy,42,27,18,1,1,19,41.193799988832325,2.168094736254333,0,0
5,exp,0.05,0.5,prob_greedy,42,28,7,0,1,7,15.177799999946728,2.1682571428495327,1,0
5,exp,0.05,0.5,prob_greedy,42,29,4,0,1,4,8.663299988256767,2.165824997064192,1,0
5,exp,0.05,0.5,prob_greedy,42,30,9,0,1,9,19.47279999149032,2.1636444434989244,1,0
5,exp,0.05,0.5,prob_greedy,42,31,7,1,1,7,15.015099983429536,2.1450142833470767,0,0
5,exp,0.05,0.5,prob_greedy,42,32,10,0,1,10,21.23510002274997,2.123510002274997,1,0
5,exp,0.05,0.5,prob_greedy,42,33,14,0,1,13,27.552999992622063,2.1194615378940047,1,0
5,exp,0.05,0.5,prob_greedy,42,34,8,0,1,9,19.212400016840547,2.134711112982283,1,0
5,exp,0.05,0.5,prob_greedy,42,35,24,0,1,23,49.45459999726154,2.1501999998809365,1,0
5,exp,0.05,0.5,prob_greedy,42,36,16,0,1,17,37.82719999435358,2.2251294114325635,1,0
5,exp,0.05,0.5,prob_greedy,42,37,20,1,1,20,44.14770001312718,2.207385000656359,0,0
5,exp,0.05,0.5,prob_greedy,42,38,7,0,1,8,17.966499988688156,2.2458124985860195,1,0
5,exp,0.05,0.5,prob_greedy,42,39,6,0,1,7,15.496600011829289,2.213800001689898,1,0
5,exp,0.05,0.5,prob_greedy,42,40,23,0,1,25,55.40889999247156,2.2163559996988624,1,0
5,exp,0.05,0.5,prob_greedy,42,41,2,0,1,2,4.260099987732247,2.1300499938661237,1,0
5,exp,0.05,0.5,prob_greedy,42,42,25,1,1,29,62.398200010648,2.1516620693326898,0,0
5,exp,0.05,0.5,prob_greedy,42,43,20,0,1,24,54.73360000178218,2.280566666740924,1,0
5,exp,0.05,0.5,prob_greedy,42,44,8,0,1,9,19.317600002978,2.1464000003308885,1,0
5,exp,0.05,0.5,prob_greedy,42,45,20,0,1,20,42.76939999544993,2.1384699997724965,1,0
5,exp,0.05,0.5,prob_greedy,42,46,4,0,1,4,8.547000004909933,2.136750001227483,1,0
5,exp,0.05,0.5,prob_greedy,42,47,25,1,1,26,55.60039999545552,2.1384769229021354,0,0
5,exp,0.05,0.5,prob_greedy,42,48,1,0,1,1,2.1732999884989117,2.1732999884989117,1,0
5,exp,0.05,0.5,prob_greedy,42,49,14,0,1,14,29.93960000458173,2.138542857470124,1,0
5,exp,0.05,0.5,prob_greedy,42,50,22,0,1,24,51.2254000059329,2.1343916669138707,1,0
5,exp,0.05,0.5,prob_greedy,42,51,20,0,1,21,44.82370000914671,2.1344619051974623,1,0
5,exp,0.05,0.5,prob_greedy,42,52,12,0,1,17,36.24759998638183,2.132211763904813,1,0
5,exp,0.05,0.5,prob_greedy,42,53,21,0,1,24,51.26930002006702,2.136220834169459,1,0
5,exp,0.05,0.5,prob_greedy,42,54,18,0,1,20,42.668099980801344,2.133404999040067,1,0
5,exp,0.05,0.5,prob_greedy,42,55,4,0,1,5,10.645000002114102,2.1290000004228204,1,0
5,exp,0.05,0.5,prob_greedy,42,56,3,0,1,3,6.4215000020340085,2.140500000678003,1,0
5,exp,0.05,0.5,prob_greedy,42,57,11,0,1,11,23.543399991467595,2.140309090133418,1,0
5,exp,0.05,0.5,prob_greedy,42,58,13,0,1,13,27.79510000254959,2.1380846155807376,1,0
5,exp,0.05,0.5,prob_greedy,42,59,23,1,1,24,51.04160000337288,2.12673333347387,0,0
5,exp,0.05,0.5,prob_greedy,42,60,16,0,1,16,33.8225000014063,2.1139062500878936,1,0
5,exp,0.05,0.5,prob_greedy,42,61,8,1,1,9,19.098199991276488,2.122022221252943,0,0
5,exp,0.05,0.5,prob_greedy,42,62,18,0,1,21,44.742199999745935,2.130580952368854,1,0
5,exp,0.05,0.5,prob_greedy,42,63,5,0,1,6,12.807799997972324,2.1346333329953877,1,0
5,exp,0.05,0.5,prob_greedy,42,64,13,0,1,14,29.951300006359816,2.139378571882844,1,0
5,exp,0.05,0.5,prob_greedy,42,65,21,0,1,22,47.00079999747686,2.136399999885312,1,0
5,exp,0.05,0.5,prob_greedy,42,66,15,0,1,20,42.77520001051016,2.138760000525508,1,0
5,exp,0.05,0.5,prob_greedy,42,67,24,0,1,23,49.10309999831952,2.1349173912312835,1,0
5,exp,0.05,0.5,prob_greedy,42,68,25,1,1,25,53.950300003634766,2.15801200014539,0,0
5,exp,0.05,0.5,prob_greedy,42,69,11,1,1,18,38.81979998550378,2.15665555475021,0,0
5,exp,0.05,0.5,prob_greedy,42,70,1,0,1,1,2.139199990779161,2.139199990779161,1,0
5,exp,0.05,0.5,prob_greedy,42,71,12,1,1,13,32.23230000003241,2.4794076923101853,0,0
5,exp,0.05,0.5,prob_greedy,42,72,22,0,1,23,49.93150001973845,2.170934783466889,1,0
5,exp,0.05,0.5,prob_greedy,42,73,10,0,1,10,21.83009998407215,2.183009998407215,1,0
5,exp,0.05,0.5,prob_greedy,42,74,15,1,1,17,37.260200013406575,2.191776471376857,0,0
5,exp,0.05,0.5,prob_greedy,42,75,4,0,1,7,15.27390000410378,2.1819857148719684,1,0
5,exp,0.05,0.5,prob_greedy,42,76,3,0,1,3,6.392800016328692,2.130933338776231,1,0
