n,kernel,alpha,lambda,strategy,seed,board_id,initial_on,det_solvable,solved,presses_used,time_ms,time_per_action_ms,rescued,broken
5,exp,0.05,0.0001,risk_averse_greedy,42,0,3,0,1,3,0.222100003156811,0.0740333343856036,1,0
5,exp,0.05,0.0001,risk_averse_greedy,42,1,3,0,1,4,0.1575999776832759,0.0393999944208189,1,0
5,exp,0.05,0.0001,risk_averse_greedy,42,2,10,1,1,17,0.4845999937970191,0.0285058819880599,0,0
5,exp,0.05,0.0001,risk_averse_greedy,42,3,10,0,1,12,0.3374000079929828,0.0281166673327485,1,0
5,exp,0.05,0.0001,risk_averse_greedy,42,4,16,0,1,15,0.4423999926075339,0.0294933328405022,1,0
5,exp,0.05,0.0001,risk_averse_greedy,42,5,25,1,1,23,0.6176000169944018,0.0268521746519305,0,0
5,exp,0.05,0.0001,risk_averse_greedy,42,6,3,0,1,3,0.1191000046674162,0.0397000015558054,1,0
5,exp,0.05,0.0001,risk_averse_greedy,42,7,12,0,1,11,0.3253000031691044,0.0295727275608276,1,0
5,exp,0.05,0.0001,risk_averse_greedy,42,8,15,0,1,15,0.4154999915044755,0.0276999994336317,1,0
5,exp,0.05,0.0001,risk_averse_greedy,42,9,21,0,1,19,0.5244999774731696,0.027605261972272,1,0
5,exp,0.05,0.0001,risk_averse_greedy,42,10,8,0,1,9,0.2496999804861843,0.0277444422762427,1,0
5,exp,0.05,0.0001,risk_averse_greedy,42,11,17,0,1,17,0.4199999966658652,0.0247058821568156,1,0
5,exp,0.05,0.0001,risk_averse_greedy,42,12,13,0,1,13,0.3819999983534217,0.0293846152579555,1,0
5,exp,0.05,0.0001,risk_averse_greedy,42,13,3,0,1,4,0.1347000070381909,0.0336750017595477,1,0
5,exp,0.05,0.0001,risk_averse_greedy,42,14,11,0,1,12,0.3333000058773905,0.0277750004897825,1,0
5,exp,0.05,0.0001,risk_averse_greedy,42,15,24,1,1,22,0.6067999929655343,0.0275818178620697,0,0
5,exp,0.05,0.0001,risk_averse_greedy,42,16,24,0,1,25,0.6883999740239233,0.0275359989609569,1,0
5,exp,0.05,0.0001,risk_averse_greedy,42,17,2,0,1,2,0.0853000092320144,0.0426500046160072,1,0
5,exp,0.05,0.0001,risk_averse_greedy,42,18,25,1,1,23,0.6317000079434365,0.0274652177366711,0,0
5,exp,0.05,0.0001,risk_averse_greedy,42,19,16,0,1,18,0.4945000109728426,0.0274722228318245,1,0
5,exp,0.05,0.0001,risk_averse_greedy,42,20,14,0,1,15,0.371000001905486,0.0247333334603657,1,0
5,exp,0.05,0.0001,risk_averse_greedy,42,21,24,0,1,28,0.7282000151462853,0.0260071433980816,1,0
5,exp,0.05,0.0001,risk_averse_greedy,42,22,3,1,1,3,0.1013000146485865,0.0337666715495288,0,0
